Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
resolved,1869,medium,email,purchasing and invoicing,1st line support,connor danielovitch,2023-04-17 04:59:54,2023-04-19 04:59:54,2023-04-17 05:59:54,2023-04-17 05:06:25.426,within sla,2023-04-18 18:14:34.093,within sla,2023-04-18 18:14:34.093,2.0,,custom software development,tier 1,poland,52.536273,19.050639
closed,1870,high,email,product setup,1st line support,kristos westoll,2023-04-18 21:47:02,2023-04-20 21:47:02,2023-04-18 22:47:02,2023-04-18 21:51:37.001,within sla,2023-04-19 08:04:05.220,within sla,2023-04-20 18:48:35.089,8.0,5.0,ready to use software,tier 1,italy,43.036776,12.678565
closed,1871,low,email,training request,1st line support,nicola wane,2023-04-18 17:48:33,2023-04-20 17:48:33,2023-04-18 18:48:33,2023-04-18 18:19:58.939,within sla,2023-04-19 06:10:27.493,within sla,2023-04-23 15:41:16.353,1.0,1.0,training and consulting services,tier 1,slovenia,46.1491664,14.9860106
closed,1872,high,email,product setup,2nd line support,michele whyatt,2023-04-18 13:56:21,2023-04-20 13:56:21,2023-04-18 14:56:21,2023-04-18 14:25:41.720,within sla,2023-04-19 02:06:18.149,within sla,2023-04-20 14:58:10.640,3.0,5.0,ready to use software,tier 2,slovenia,46.1491664,14.9860106
closed,1873,low,phone,feature request,1st line support,kristos westoll,2023-04-18 16:22:40,2023-04-20 16:22:40,2023-04-18 16:24:40,2023-04-18 16:23:05.826,within sla,2023-04-19 09:22:55.824,within sla,2023-04-19 04:02:03.461,5.0,1.0,custom software development,tier 1,poland,52.536273,19.050639
in progress,1874,low,email,other,2nd line support,michele whyatt,2023-04-18 08:58:20,2023-04-20 08:58:20,2023-04-18 09:58:20,2023-04-18 09:04:16.695,within sla,,sla violated,,10.0,,ready to use software,tier 2,italy,43.036776,12.678565
resolved,1875,medium,chat,pricing and licensing,2nd line support,adolpho messingham,2023-04-18 12:00:17,2023-04-19 12:00:17,2023-04-18 12:02:17,2023-04-18 12:02:08.282,within sla,2023-04-18 17:27:12.720,within sla,2023-04-18 17:27:12.720,3.0,,ready to use software,tier 2,germany,51.165691,10.451526
closed,1876,low,email,feature request,1st line support,kristos westoll,2023-04-18 18:29:18,2023-04-20 18:29:18,2023-04-18 19:29:18,2023-04-18 18:48:22.082,within sla,2023-04-19 10:02:20.830,within sla,2023-04-24 00:05:29.801,6.0,4.0,ready to use software,tier 1,poland,52.536273,19.050639
resolved,1877,medium,email,product setup,1st line support,kristos westoll,2023-04-18 17:37:19,2023-04-20 17:37:19,2023-04-18 18:37:19,2023-04-18 17:41:28.270,within sla,2023-04-20 13:23:07.856,within sla,2023-04-20 13:23:07.856,5.0,,other,tier 1,germany,51.165691,10.451526
closed,1878,low,email,product setup,1st line support,bernard beckley,2023-04-18 12:51:38,2023-04-20 12:51:38,2023-04-18 13:51:38,2023-04-18 13:00:28.733,within sla,2023-04-20 02:33:18.943,within sla,2023-04-19 03:52:50.806,7.0,4.0,ready to use software,tier 1,austria,47.6964719,13.3457347
in progress,1879,low,email,purchasing and invoicing,1st line support,sheela cutten,2023-04-18 22:00:04,2023-04-20 22:00:04,2023-04-18 23:00:04,2023-04-18 22:02:29.953,within sla,,sla violated,,3.0,,ready to use software,tier 1,italy,43.036776,12.678565
resolved,1880,low,email,bug report,1st line support,kristos westoll,2023-04-19 13:44:33,2023-04-21 13:44:33,2023-04-19 14:44:33,2023-04-19 14:41:13.167,within sla,2023-04-20 15:08:42.506,within sla,2023-04-20 15:08:42.506,1.0,,custom software development,tier 1,germany,51.165691,10.451526
resolved,1881,high,chat,purchasing and invoicing,1st line support,bernard beckley,2023-04-19 22:56:27,2023-04-20 22:56:27,2023-04-19 22:58:27,2023-04-19 22:58:21.525,within sla,2023-04-20 22:01:24.127,within sla,2023-04-20 22:01:24.127,6.0,,ready to use software,tier 1,italy,43.036776,12.678565
resolved,1882,medium,chat,feature request,1st line support,sheela cutten,2023-04-19 02:54:38,2023-04-20 02:54:38,2023-04-19 02:56:38,2023-04-19 02:59:46.073,sla violated,2023-04-22 03:55:56.484,sla violated,2023-04-22 03:55:56.484,4.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973
in progress,1883,low,chat,feature request,1st line support,connor danielovitch,2023-04-19 15:12:56,2023-04-20 15:12:56,2023-04-19 15:14:56,2023-04-19 15:14:04.275,within sla,,sla violated,,4.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106
closed,1884,high,email,bug report,2nd line support,heather urry,2023-04-19 13:35:20,2023-04-21 13:35:20,2023-04-19 14:35:20,2023-04-19 20:51:45.427,sla violated,2023-04-19 16:33:08.898,within sla,2023-04-24 01:51:49.879,5.0,3.0,custom software development,tier 2,spain,39.67337,-4.767726
closed,1885,medium,phone,other,1st line support,sheela cutten,2023-04-19 00:38:17,2023-04-21 00:38:17,2023-04-19 00:40:17,2023-04-19 00:40:54.091,sla violated,2023-04-20 13:31:09.370,within sla,2023-04-22 22:31:35.947,5.0,3.0,ready to use software,tier 1,italy,43.036776,12.678565
resolved,1886,low,chat,bug report,2nd line support,michele whyatt,2023-04-19 05:03:07,2023-04-20 05:03:07,2023-04-19 05:05:07,2023-04-19 05:04:44.830,within sla,2023-04-20 00:54:55.133,within sla,2023-04-20 00:54:55.133,6.0,,ready to use software,tier 2,france,48.864716,2.349014
closed,1887,low,chat,pricing and licensing,1st line support,sheela cutten,2023-04-19 05:08:23,2023-04-20 05:08:23,2023-04-19 05:10:23,2023-04-19 05:09:56.791,within sla,2023-04-21 12:57:06.675,sla violated,2023-04-23 09:56:22.695,6.0,2.0,custom software development,tier 1,germany,51.165691,10.451526
in progress,1888,low,email,purchasing and invoicing,1st line support,sheela cutten,2023-04-20 05:20:43,2023-04-22 05:20:43,2023-04-20 06:20:43,2023-04-20 06:12:17.519,within sla,,sla violated,,7.0,,ready to use software,tier 1,poland,52.536273,19.050639
closed,1889,low,email,pricing and licensing,1st line support,nicola wane,2023-04-20 03:15:00,2023-04-22 03:15:00,2023-04-20 04:15:00,2023-04-20 04:02:36.991,within sla,2023-04-21 03:15:12.579,within sla,2023-04-24 13:20:29.936,7.0,1.0,custom software development,tier 1,italy,43.036776,12.678565
resolved,1890,high,email,purchasing and invoicing,1st line support,connor danielovitch,2023-04-20 02:50:32,2023-04-22 02:50:32,2023-04-20 03:50:32,2023-04-20 02:54:32.078,within sla,2023-04-21 03:23:22.855,within sla,2023-04-21 03:23:22.855,7.0,,ready to use software,tier 1,greece,39.368279,21.863141
resolved,1891,low,email,pricing and licensing,1st line support,bernard beckley,2023-04-20 04:04:48,2023-04-22 04:04:48,2023-04-20 05:04:48,2023-04-20 04:17:18.221,within sla,2023-04-21 06:25:31.320,within sla,2023-04-21 06:25:31.320,4.0,,other,tier 1,germany,51.165691,10.451526
resolved,1892,low,email,other,1st line support,sheela cutten,2023-04-20 10:08:09,2023-04-22 10:08:09,2023-04-20 11:08:09,2023-04-20 10:24:12.633,within sla,2023-04-20 19:51:38.004,within sla,2023-04-20 19:51:38.004,8.0,,custom software development,tier 1,republic of ireland,53.094024,-8.019675
closed,1893,low,phone,feature request,1st line support,sheela cutten,2023-04-20 08:25:00,2023-04-22 08:25:00,2023-04-20 08:27:00,2023-04-20 08:26:22.985,within sla,2023-04-21 04:14:40.511,within sla,2023-04-24 10:46:09.992,4.0,4.0,ready to use software,tier 1,slovenia,46.1491664,14.9860106
resolved,1894,medium,chat,feature request,1st line support,nicola wane,2023-04-20 23:58:35,2023-04-21 23:58:35,2023-04-21 00:00:35,2023-04-20 23:58:37.889,within sla,2023-04-25 04:53:54.712,sla violated,2023-04-25 04:53:54.712,6.0,,other,tier 1,germany,51.165691,10.451526
closed,1895,low,email,product setup,1st line support,connor danielovitch,2023-04-20 00:51:56,2023-04-22 00:51:56,2023-04-20 01:51:56,2023-04-20 01:28:01.350,within sla,2023-04-21 10:08:57.985,within sla,2023-04-22 20:20:52.445,6.0,3.0,other,tier 1,republic of ireland,53.094024,-8.019675
closed,1896,low,email,other,1st line support,connor danielovitch,2023-04-20 19:33:22,2023-04-22 19:33:22,2023-04-20 20:33:22,2023-04-20 20:16:58.100,within sla,2023-04-22 16:26:36.944,within sla,2023-04-22 04:49:52.724,10.0,4.0,training and consulting services,tier 1,republic of ireland,53.094024,-8.019675
resolved,1897,medium,chat,purchasing and invoicing,1st line support,nicola wane,2023-04-21 14:40:38,2023-04-22 14:40:38,2023-04-21 14:42:38,2023-04-21 14:40:48.142,within sla,2023-04-22 04:29:32.153,within sla,2023-04-22 04:29:32.153,6.0,,training and consulting services,tier 1,germany,51.165691,10.451526
resolved,1898,low,email,product setup,2nd line support,adolpho messingham,2023-04-21 18:39:35,2023-04-23 18:39:35,2023-04-21 19:39:35,2023-04-21 18:42:07.282,within sla,2023-04-22 00:37:36.335,within sla,2023-04-22 00:37:36.335,5.0,,custom software development,tier 2,germany,51.165691,10.451526
in progress,1899,low,email,purchasing and invoicing,2nd line support,michele whyatt,2023-04-21 15:42:29,2023-04-23 15:42:29,2023-04-21 16:42:29,2023-04-21 15:55:25.605,within sla,,sla violated,,2.0,,training and consulting services,tier 2,italy,43.036776,12.678565
in progress,1900,low,email,other,2nd line support,adolpho messingham,2023-04-21 18:14:08,2023-04-23 18:14:08,2023-04-21 19:14:08,2023-04-21 18:56:24.155,within sla,,sla violated,,7.0,,other,tier 2,spain,39.67337,-4.767726
closed,1901,medium,email,feature request,1st line support,bernard beckley,2023-04-21 03:00:43,2023-04-23 03:00:43,2023-04-21 04:00:43,2023-04-21 03:19:12.917,within sla,2023-04-22 07:33:19.142,within sla,2023-04-27 14:31:30.072,1.0,4.0,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
resolved,1902,low,chat,product setup,1st line support,connor danielovitch,2023-04-21 22:59:18,2023-04-22 22:59:18,2023-04-21 23:01:18,2023-04-21 23:02:53.646,sla violated,2023-04-25 06:52:11.439,sla violated,2023-04-25 06:52:11.439,60.0,,training and consulting services,tier 1,germany,51.165691,10.451526
resolved,1903,high,phone,training request,1st line support,sheela cutten,2023-04-21 17:29:36,2023-04-23 17:29:36,2023-04-21 17:31:36,2023-04-21 17:34:48.030,sla violated,2023-04-23 04:28:01.678,within sla,2023-04-23 04:28:01.678,2.0,,training and consulting services,tier 1,bulgaria,42.7249925,25.4833039
resolved,1904,low,chat,other,2nd line support,heather urry,2023-04-21 06:37:18,2023-04-22 06:37:18,2023-04-21 06:39:18,2023-04-21 06:38:29.234,within sla,2023-04-21 16:34:17.277,within sla,2023-04-21 16:34:17.277,8.0,,ready to use software,tier 2,spain,39.67337,-4.767726
in progress,1905,low,email,product setup,2nd line support,michele whyatt,2023-04-22 22:56:34,2023-04-24 22:56:34,2023-04-22 23:56:34,2023-04-23 00:51:10.020,sla violated,,sla violated,,9.0,,ready to use software,tier 2,united kingdom,55.378052,-3.435973
closed,1911,high,email,product setup,2nd line support,adolpho messingham,2023-04-23 06:37:05,2023-04-25 06:37:05,2023-04-23 07:37:05,2023-04-23 07:11:55.098,within sla,2023-04-23 15:12:44.230,within sla,2023-04-27 17:42:53.357,1.0,5.0,other,tier 2,republic of ireland,53.094024,-8.019675
resolved,1912,medium,chat,product setup,1st line support,bernard beckley,2023-04-23 16:15:55,2023-04-24 16:15:55,2023-04-23 16:17:55,2023-04-23 16:17:46.758,within sla,2023-04-24 02:33:04.212,within sla,2023-04-24 02:33:04.212,4.0,,other,tier 1,germany,51.165691,10.451526
resolved,1913,medium,chat,other,1st line support,bernard beckley,2023-04-23 17:18:47,2023-04-24 17:18:47,2023-04-23 17:20:47,2023-04-23 17:19:40.224,within sla,2023-04-24 10:50:46.021,within sla,2023-04-24 10:50:46.021,9.0,,training and consulting services,tier 1,slovenia,46.1491664,14.9860106
closed,1914,low,email,product setup,1st line support,nicola wane,2023-04-24 11:26:34,2023-04-26 11:26:34,2023-04-24 12:26:34,2023-04-24 12:13:04.786,within sla,2023-04-24 13:32:01.408,within sla,2023-04-24 19:02:43.998,8.0,1.0,ready to use software,tier 1,greece,39.368279,21.863141
in progress,1915,low,phone,product setup,1st line support,connor danielovitch,2023-04-24 07:32:10,2023-04-26 07:32:10,2023-04-24 07:34:10,2023-04-24 07:33:15.801,within sla,,sla violated,,5.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126
closed,1916,low,email,product setup,1st line support,sheela cutten,2023-04-24 08:29:14,2023-04-26 08:29:14,2023-04-24 09:29:14,2023-04-24 08:30:13.582,within sla,2023-04-26 00:55:27.002,within sla,2023-04-28 01:09:48.054,2.0,4.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,1917,low,email,bug report,1st line support,connor danielovitch,2023-04-24 09:05:20,2023-04-26 09:05:20,2023-04-24 10:05:20,2023-04-24 09:46:46.587,within sla,2023-04-24 19:12:42.998,within sla,2023-04-27 15:40:55.781,5.0,4.0,custom software development,tier 1,republic of ireland,53.094024,-8.019675
resolved,1918,medium,email,product setup,1st line support,sheela cutten,2023-04-24 02:39:48,2023-04-26 02:39:48,2023-04-24 03:39:48,2023-04-24 03:23:36.675,within sla,2023-04-26 01:17:47.832,within sla,2023-04-26 01:17:47.832,10.0,,ready to use software,tier 1,italy,43.036776,12.678565
in progress,1919,low,chat,other,1st line support,sheela cutten,2023-04-24 05:18:34,2023-04-25 05:18:34,2023-04-24 05:20:34,2023-04-24 05:22:48.089,sla violated,,sla violated,,60.0,,other,tier 1,germany,51.165691,10.451526
closed,1920,medium,email,purchasing and invoicing,2nd line support,adolpho messingham,2023-04-24 17:08:16,2023-04-26 17:08:16,2023-04-24 18:08:16,2023-04-24 17:16:07.826,within sla,2023-04-25 16:33:11.829,within sla,2023-04-29 19:56:54.432,6.0,5.0,custom software development,tier 2,slovenia,46.1491664,14.9860106
resolved,1921,medium,chat,other,1st line support,sheela cutten,2023-04-24 13:49:38,2023-04-25 13:49:38,2023-04-24 13:51:38,2023-04-24 13:49:54.649,within sla,2023-04-24 18:16:37.347,within sla,2023-04-24 18:16:37.347,3.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973
in progress,1922,low,email,feature request,1st line support,connor danielovitch,2023-04-24 01:45:52,2023-04-26 01:45:52,2023-04-24 02:45:52,2023-04-24 01:49:11.007,within sla,,sla violated,,8.0,,custom software development,tier 1,germany,51.165691,10.451526
closed,1923,medium,chat,feature request,1st line support,connor danielovitch,2023-04-25 19:44:53,2023-04-26 19:44:53,2023-04-25 19:46:53,2023-04-25 19:46:04.927,within sla,2023-04-29 19:50:10.060,sla violated,2023-05-01 03:22:27.372,6.0,4.0,custom software development,tier 1,united kingdom,55.378052,-3.435973
closed,1924,high,chat,pricing and licensing,1st line support,connor danielovitch,2023-04-25 21:29:53,2023-04-26 21:29:53,2023-04-25 21:31:53,2023-04-25 21:31:03.482,within sla,2023-04-28 17:26:42.569,sla violated,2023-04-30 08:26:32.999,4.0,3.0,training and consulting services,tier 1,austria,47.6964719,13.3457347
resolved,1925,high,email,product setup,2nd line support,heather urry,2023-04-25 04:12:52,2023-04-27 04:12:52,2023-04-25 05:12:52,2023-04-25 09:34:16.723,sla violated,2023-04-25 07:22:50.074,within sla,2023-04-25 07:22:50.074,8.0,,ready to use software,tier 2,poland,52.536273,19.050639
in progress,1927,low,chat,other,2nd line support,adolpho messingham,2023-04-25 15:06:36,2023-04-26 15:06:36,2023-04-25 15:08:36,2023-04-25 15:07:02.461,within sla,,sla violated,,4.0,,custom software development,tier 2,france,48.864716,2.349014
in progress,1928,medium,email,training request,2nd line support,adolpho messingham,2023-04-25 00:40:34,2023-04-27 00:40:34,2023-04-25 01:40:34,2023-04-25 00:55:20.044,within sla,,sla violated,,1.0,,training and consulting services,tier 2,united kingdom,55.378052,-3.435973
closed,1929,medium,email,other,1st line support,bernard beckley,2023-04-25 23:46:34,2023-04-27 23:46:34,2023-04-26 00:46:34,2023-04-25 23:49:39.697,within sla,2023-04-27 06:08:07.734,within sla,2023-04-27 22:46:32.011,2.0,1.0,other,tier 1,france,48.864716,2.349014
closed,1930,low,chat,feature request,1st line support,kristos westoll,2023-04-25 16:29:32,2023-04-26 16:29:32,2023-04-25 16:31:32,2023-04-25 16:29:48.033,within sla,2023-04-25 21:14:27.484,within sla,2023-04-29 19:03:39.818,4.0,2.0,ready to use software,tier 1,italy,43.036776,12.678565
closed,1931,low,email,bug report,2nd line support,adolpho messingham,2023-04-26 03:07:27,2023-04-28 03:07:27,2023-04-26 04:07:27,2023-04-26 03:24:25.422,within sla,2023-04-28 01:51:22.632,within sla,2023-05-01 13:19:37.868,2.0,4.0,training and consulting services,tier 2,spain,39.67337,-4.767726
open,1932,high,email,training request,1st line support,connor danielovitch,2023-04-26 11:36:51,2023-04-28 11:36:51,2023-04-26 12:36:51,,sla violated,,sla violated,,0.0,,training and consulting services,tier 1,italy,43.036776,12.678565
closed,1933,low,chat,feature request,2nd line support,heather urry,2023-04-26 21:03:39,2023-04-27 21:03:39,2023-04-26 21:05:39,2023-04-26 21:09:02.475,sla violated,2023-04-27 05:16:26.730,within sla,2023-04-28 16:58:24.213,6.0,4.0,custom software development,tier 2,united kingdom,55.378052,-3.435973
closed,1934,low,email,pricing and licensing,1st line support,kristos westoll,2023-04-26 12:39:40,2023-04-28 12:39:40,2023-04-26 13:39:40,2023-04-26 12:47:26.240,within sla,2023-04-27 01:18:01.745,within sla,2023-04-27 19:21:47.828,10.0,2.0,custom software development,tier 1,france,48.864716,2.349014
closed,1937,low,email,other,1st line support,kristos westoll,2023-04-28 04:17:19,2023-04-30 04:17:19,2023-04-28 05:17:19,2023-04-28 04:21:06.983,within sla,2023-04-28 18:03:59.063,within sla,2023-04-29 09:04:12.218,7.0,4.0,ready to use software,tier 1,italy,43.036776,12.678565
closed,1938,medium,email,pricing and licensing,2nd line support,heather urry,2023-04-28 12:45:26,2023-04-30 12:45:26,2023-04-28 13:45:26,2023-04-28 13:10:11.975,within sla,2023-04-28 15:11:05.386,within sla,2023-04-29 10:51:18.165,8.0,5.0,ready to use software,tier 2,germany,51.165691,10.451526
in progress,1939,low,chat,other,1st line support,bernard beckley,2023-04-28 01:42:28,2023-04-29 01:42:28,2023-04-28 01:44:28,2023-04-28 01:43:46.920,within sla,,sla violated,,3.0,,custom software development,tier 1,czech republic,49.8037633,15.4749126
closed,1940,low,chat,feature request,1st line support,connor danielovitch,2023-04-28 08:54:40,2023-04-29 08:54:40,2023-04-28 08:56:40,2023-04-28 08:58:35.290,sla violated,2023-04-28 09:16:42.380,within sla,2023-04-29 18:02:21.327,3.0,4.0,ready to use software,tier 1,germany,51.165691,10.451526
