Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Actual_First_Response_Duration,Actual_First_Response_Duration_Minutes,Actual_Resolution_Duration,Actual_Resolution_Duration_Minutes,Actual_Ticket_Lifecycle_Duration,Actual_Ticket_Lifecycle_Duration_Minutes,Created_Day_of_Week_Num,Created_Day_of_Week_Name,Created_Hour_of_Day,Created_Month_Num,Created_Month_Name,Created_Year,FirstResponse_Day_of_Week_Name,FirstResponse_Hour_of_Day,Resolution_Day_of_Week_Name,Resolution_Hour_of_Day,First_Response_SLA_Met,Resolution_SLA_Met
closed,1889,low,email,pricing and licensing,1st line support,nicola wane,2023-04-20 03:15:00,2023-04-22 03:15:00,2023-04-20 04:15:00,2023-04-20 04:02:36.991,within sla,2023-04-21 03:15:12.579,within sla,2023-04-24 13:20:29.936,7.0,1.0,custom software development,tier 1,italy,43.036776,12.678565,0 days 00:47:36.991000,47.61651666666667,1 days 00:00:12.579000,1440.20965,4 days 10:05:29.936000,6365.498933333333,3,Thursday,3,4,April,2023,Thursday,4.0,Friday,3.0,1,1
resolved,1890,high,email,purchasing and invoicing,1st line support,connor danielovitch,2023-04-20 02:50:32,2023-04-22 02:50:32,2023-04-20 03:50:32,2023-04-20 02:54:32.078,within sla,2023-04-21 03:23:22.855,within sla,2023-04-21 03:23:22.855,7.0,,ready to use software,tier 1,greece,39.368279,21.863141,0 days 00:04:00.078000,4.0013,1 days 00:32:50.855000,1472.8475833333332,1 days 00:32:50.855000,1472.8475833333332,3,Thursday,2,4,April,2023,Thursday,2.0,Friday,3.0,1,1
resolved,1891,low,email,pricing and licensing,1st line support,bernard beckley,2023-04-20 04:04:48,2023-04-22 04:04:48,2023-04-20 05:04:48,2023-04-20 04:17:18.221,within sla,2023-04-21 06:25:31.320,within sla,2023-04-21 06:25:31.320,4.0,,other,tier 1,germany,51.165691,10.451526,0 days 00:12:30.221000,12.503683333333331,1 days 02:20:43.320000,1580.7220000000002,1 days 02:20:43.320000,1580.7220000000002,3,Thursday,4,4,April,2023,Thursday,4.0,Friday,6.0,1,1
resolved,1892,low,email,other,1st line support,sheela cutten,2023-04-20 10:08:09,2023-04-22 10:08:09,2023-04-20 11:08:09,2023-04-20 10:24:12.633,within sla,2023-04-20 19:51:38.004,within sla,2023-04-20 19:51:38.004,8.0,,custom software development,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:16:03.633000,16.06055,0 days 09:43:29.004000,583.4834,0 days 09:43:29.004000,583.4834,3,Thursday,10,4,April,2023,Thursday,10.0,Thursday,19.0,1,1
closed,1893,low,phone,feature request,1st line support,sheela cutten,2023-04-20 08:25:00,2023-04-22 08:25:00,2023-04-20 08:27:00,2023-04-20 08:26:22.985,within sla,2023-04-21 04:14:40.511,within sla,2023-04-24 10:46:09.992,4.0,4.0,ready to use software,tier 1,slovenia,46.1491664,14.9860106,0 days 00:01:22.985000,1.3830833333333332,0 days 19:49:40.511000,1189.6751833333333,4 days 02:21:09.992000,5901.166533333334,3,Thursday,8,4,April,2023,Thursday,8.0,Friday,4.0,1,1
resolved,1894,medium,chat,feature request,1st line support,nicola wane,2023-04-20 23:58:35,2023-04-21 23:58:35,2023-04-21 00:00:35,2023-04-20 23:58:37.889,within sla,2023-04-25 04:53:54.712,sla violated,2023-04-25 04:53:54.712,6.0,,other,tier 1,germany,51.165691,10.451526,0 days 00:00:02.889000,0.04815,4 days 04:55:19.712000,6055.328533333333,4 days 04:55:19.712000,6055.328533333333,3,Thursday,23,4,April,2023,Thursday,23.0,Tuesday,4.0,1,0
closed,1895,low,email,product setup,1st line support,connor danielovitch,2023-04-20 00:51:56,2023-04-22 00:51:56,2023-04-20 01:51:56,2023-04-20 01:28:01.350,within sla,2023-04-21 10:08:57.985,within sla,2023-04-22 20:20:52.445,6.0,3.0,other,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:36:05.350000,36.08916666666666,1 days 09:17:01.985000,1997.0330833333333,2 days 19:28:56.445000,4048.94075,3,Thursday,0,4,April,2023,Thursday,1.0,Friday,10.0,1,1
closed,1896,low,email,other,1st line support,connor danielovitch,2023-04-20 19:33:22,2023-04-22 19:33:22,2023-04-20 20:33:22,2023-04-20 20:16:58.100,within sla,2023-04-22 16:26:36.944,within sla,2023-04-22 04:49:52.724,10.0,4.0,training and consulting services,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:43:36.100000,43.60166666666667,1 days 20:53:14.944000,2693.2490666666663,1 days 09:16:30.724000,1996.512066666667,3,Thursday,19,4,April,2023,Thursday,20.0,Saturday,16.0,1,1
resolved,1897,medium,chat,purchasing and invoicing,1st line support,nicola wane,2023-04-21 14:40:38,2023-04-22 14:40:38,2023-04-21 14:42:38,2023-04-21 14:40:48.142,within sla,2023-04-22 04:29:32.153,within sla,2023-04-22 04:29:32.153,6.0,,training and consulting services,tier 1,germany,51.165691,10.451526,0 days 00:00:10.142000,0.1690333333333333,0 days 13:48:54.153000,828.90255,0 days 13:48:54.153000,828.90255,4,Friday,14,4,April,2023,Friday,14.0,Saturday,4.0,1,1
resolved,1898,low,email,product setup,2nd line support,adolpho messingham,2023-04-21 18:39:35,2023-04-23 18:39:35,2023-04-21 19:39:35,2023-04-21 18:42:07.282,within sla,2023-04-22 00:37:36.335,within sla,2023-04-22 00:37:36.335,5.0,,custom software development,tier 2,germany,51.165691,10.451526,0 days 00:02:32.282000,2.5380333333333334,0 days 05:58:01.335000,358.02225,0 days 05:58:01.335000,358.02225,4,Friday,18,4,April,2023,Friday,18.0,Saturday,0.0,1,1
in progress,1899,low,email,purchasing and invoicing,2nd line support,michele whyatt,2023-04-21 15:42:29,2023-04-23 15:42:29,2023-04-21 16:42:29,2023-04-21 15:55:25.605,within sla,,sla violated,,2.0,,training and consulting services,tier 2,italy,43.036776,12.678565,0 days 00:12:56.605000,12.943416666666668,,,,,4,Friday,15,4,April,2023,Friday,15.0,,,1,0
in progress,1900,low,email,other,2nd line support,adolpho messingham,2023-04-21 18:14:08,2023-04-23 18:14:08,2023-04-21 19:14:08,2023-04-21 18:56:24.155,within sla,,sla violated,,7.0,,other,tier 2,spain,39.67337,-4.767726,0 days 00:42:16.155000,42.26925000000001,,,,,4,Friday,18,4,April,2023,Friday,18.0,,,1,0
closed,1901,medium,email,feature request,1st line support,bernard beckley,2023-04-21 03:00:43,2023-04-23 03:00:43,2023-04-21 04:00:43,2023-04-21 03:19:12.917,within sla,2023-04-22 07:33:19.142,within sla,2023-04-27 14:31:30.072,1.0,4.0,ready to use software,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:18:29.917000,18.498616666666667,1 days 04:32:36.142000,1712.6023666666667,6 days 11:30:47.072000,9330.784533333332,4,Friday,3,4,April,2023,Friday,3.0,Saturday,7.0,1,1
resolved,1902,low,chat,product setup,1st line support,connor danielovitch,2023-04-21 22:59:18,2023-04-22 22:59:18,2023-04-21 23:01:18,2023-04-21 23:02:53.646,sla violated,2023-04-25 06:52:11.439,sla violated,2023-04-25 06:52:11.439,60.0,,training and consulting services,tier 1,germany,51.165691,10.451526,0 days 00:03:35.646000,3.5941,3 days 07:52:53.439000,4792.89065,3 days 07:52:53.439000,4792.89065,4,Friday,22,4,April,2023,Friday,23.0,Tuesday,6.0,0,0
resolved,1903,high,phone,training request,1st line support,sheela cutten,2023-04-21 17:29:36,2023-04-23 17:29:36,2023-04-21 17:31:36,2023-04-21 17:34:48.030,sla violated,2023-04-23 04:28:01.678,within sla,2023-04-23 04:28:01.678,2.0,,training and consulting services,tier 1,bulgaria,42.7249925,25.4833039,0 days 00:05:12.030000,5.2005,1 days 10:58:25.678000,2098.427966666666,1 days 10:58:25.678000,2098.427966666666,4,Friday,17,4,April,2023,Friday,17.0,Sunday,4.0,0,1
resolved,1904,low,chat,other,2nd line support,heather urry,2023-04-21 06:37:18,2023-04-22 06:37:18,2023-04-21 06:39:18,2023-04-21 06:38:29.234,within sla,2023-04-21 16:34:17.277,within sla,2023-04-21 16:34:17.277,8.0,,ready to use software,tier 2,spain,39.67337,-4.767726,0 days 00:01:11.234000,1.1872333333333331,0 days 09:56:59.277000,596.9879500000001,0 days 09:56:59.277000,596.9879500000001,4,Friday,6,4,April,2023,Friday,6.0,Friday,16.0,1,1
in progress,1905,low,email,product setup,2nd line support,michele whyatt,2023-04-22 22:56:34,2023-04-24 22:56:34,2023-04-22 23:56:34,2023-04-23 00:51:10.020,sla violated,,sla violated,,9.0,,ready to use software,tier 2,united kingdom,55.378052,-3.435973,0 days 01:54:36.020000,114.60033333333334,,,,,5,Saturday,22,4,April,2023,Sunday,0.0,,,0,0
closed,1911,high,email,product setup,2nd line support,adolpho messingham,2023-04-23 06:37:05,2023-04-25 06:37:05,2023-04-23 07:37:05,2023-04-23 07:11:55.098,within sla,2023-04-23 15:12:44.230,within sla,2023-04-27 17:42:53.357,1.0,5.0,other,tier 2,republic of ireland,53.094024,-8.019675,0 days 00:34:50.098000,34.834966666666666,0 days 08:35:39.230000,515.6538333333333,4 days 11:05:48.357000,6425.80595,6,Sunday,6,4,April,2023,Sunday,7.0,Sunday,15.0,1,1
resolved,1912,medium,chat,product setup,1st line support,bernard beckley,2023-04-23 16:15:55,2023-04-24 16:15:55,2023-04-23 16:17:55,2023-04-23 16:17:46.758,within sla,2023-04-24 02:33:04.212,within sla,2023-04-24 02:33:04.212,4.0,,other,tier 1,germany,51.165691,10.451526,0 days 00:01:51.758000,1.8626333333333331,0 days 10:17:09.212000,617.1535333333334,0 days 10:17:09.212000,617.1535333333334,6,Sunday,16,4,April,2023,Sunday,16.0,Monday,2.0,1,1
resolved,1913,medium,chat,other,1st line support,bernard beckley,2023-04-23 17:18:47,2023-04-24 17:18:47,2023-04-23 17:20:47,2023-04-23 17:19:40.224,within sla,2023-04-24 10:50:46.021,within sla,2023-04-24 10:50:46.021,9.0,,training and consulting services,tier 1,slovenia,46.1491664,14.9860106,0 days 00:00:53.224000,0.8870666666666666,0 days 17:31:59.021000,1051.9836833333334,0 days 17:31:59.021000,1051.9836833333334,6,Sunday,17,4,April,2023,Sunday,17.0,Monday,10.0,1,1
closed,1914,low,email,product setup,1st line support,nicola wane,2023-04-24 11:26:34,2023-04-26 11:26:34,2023-04-24 12:26:34,2023-04-24 12:13:04.786,within sla,2023-04-24 13:32:01.408,within sla,2023-04-24 19:02:43.998,8.0,1.0,ready to use software,tier 1,greece,39.368279,21.863141,0 days 00:46:30.786000,46.5131,0 days 02:05:27.408000,125.4568,0 days 07:36:09.998000,456.1666333333333,0,Monday,11,4,April,2023,Monday,12.0,Monday,13.0,1,1
in progress,1915,low,phone,product setup,1st line support,connor danielovitch,2023-04-24 07:32:10,2023-04-26 07:32:10,2023-04-24 07:34:10,2023-04-24 07:33:15.801,within sla,,sla violated,,5.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126,0 days 00:01:05.801000,1.0966833333333337,,,,,0,Monday,7,4,April,2023,Monday,7.0,,,1,0
closed,1916,low,email,product setup,1st line support,sheela cutten,2023-04-24 08:29:14,2023-04-26 08:29:14,2023-04-24 09:29:14,2023-04-24 08:30:13.582,within sla,2023-04-26 00:55:27.002,within sla,2023-04-28 01:09:48.054,2.0,4.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973,0 days 00:00:59.582000,0.9930333333333332,1 days 16:26:13.002000,2426.2167,3 days 16:40:34.054000,5320.567566666667,0,Monday,8,4,April,2023,Monday,8.0,Wednesday,0.0,1,1
closed,1917,low,email,bug report,1st line support,connor danielovitch,2023-04-24 09:05:20,2023-04-26 09:05:20,2023-04-24 10:05:20,2023-04-24 09:46:46.587,within sla,2023-04-24 19:12:42.998,within sla,2023-04-27 15:40:55.781,5.0,4.0,custom software development,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:41:26.587000,41.44311666666667,0 days 10:07:22.998000,607.3833,3 days 06:35:35.781000,4715.596350000001,0,Monday,9,4,April,2023,Monday,9.0,Monday,19.0,1,1
resolved,1918,medium,email,product setup,1st line support,sheela cutten,2023-04-24 02:39:48,2023-04-26 02:39:48,2023-04-24 03:39:48,2023-04-24 03:23:36.675,within sla,2023-04-26 01:17:47.832,within sla,2023-04-26 01:17:47.832,10.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:43:48.675000,43.81125,1 days 22:37:59.832000,2797.9972,1 days 22:37:59.832000,2797.9972,0,Monday,2,4,April,2023,Monday,3.0,Wednesday,1.0,1,1
in progress,1919,low,chat,other,1st line support,sheela cutten,2023-04-24 05:18:34,2023-04-25 05:18:34,2023-04-24 05:20:34,2023-04-24 05:22:48.089,sla violated,,sla violated,,60.0,,other,tier 1,germany,51.165691,10.451526,0 days 00:04:14.089000,4.234816666666666,,,,,0,Monday,5,4,April,2023,Monday,5.0,,,0,0
closed,1920,medium,email,purchasing and invoicing,2nd line support,adolpho messingham,2023-04-24 17:08:16,2023-04-26 17:08:16,2023-04-24 18:08:16,2023-04-24 17:16:07.826,within sla,2023-04-25 16:33:11.829,within sla,2023-04-29 19:56:54.432,6.0,5.0,custom software development,tier 2,slovenia,46.1491664,14.9860106,0 days 00:07:51.826000,7.863766666666667,0 days 23:24:55.829000,1404.9304833333333,5 days 02:48:38.432000,7368.640533333333,0,Monday,17,4,April,2023,Monday,17.0,Tuesday,16.0,1,1
resolved,1921,medium,chat,other,1st line support,sheela cutten,2023-04-24 13:49:38,2023-04-25 13:49:38,2023-04-24 13:51:38,2023-04-24 13:49:54.649,within sla,2023-04-24 18:16:37.347,within sla,2023-04-24 18:16:37.347,3.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973,0 days 00:00:16.649000,0.2774833333333333,0 days 04:26:59.347000,266.9891166666667,0 days 04:26:59.347000,266.9891166666667,0,Monday,13,4,April,2023,Monday,13.0,Monday,18.0,1,1
in progress,1922,low,email,feature request,1st line support,connor danielovitch,2023-04-24 01:45:52,2023-04-26 01:45:52,2023-04-24 02:45:52,2023-04-24 01:49:11.007,within sla,,sla violated,,8.0,,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:03:19.007000,3.3167833333333334,,,,,0,Monday,1,4,April,2023,Monday,1.0,,,1,0
closed,1923,medium,chat,feature request,1st line support,connor danielovitch,2023-04-25 19:44:53,2023-04-26 19:44:53,2023-04-25 19:46:53,2023-04-25 19:46:04.927,within sla,2023-04-29 19:50:10.060,sla violated,2023-05-01 03:22:27.372,6.0,4.0,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:01:11.927000,1.1987833333333335,4 days 00:05:17.060000,5765.284333333333,5 days 07:37:34.372000,7657.572866666666,1,Tuesday,19,4,April,2023,Tuesday,19.0,Saturday,19.0,1,0
closed,1924,high,chat,pricing and licensing,1st line support,connor danielovitch,2023-04-25 21:29:53,2023-04-26 21:29:53,2023-04-25 21:31:53,2023-04-25 21:31:03.482,within sla,2023-04-28 17:26:42.569,sla violated,2023-04-30 08:26:32.999,4.0,3.0,training and consulting services,tier 1,austria,47.6964719,13.3457347,0 days 00:01:10.482000,1.1747,2 days 19:56:49.569000,4076.82615,4 days 10:56:39.999000,6416.66665,1,Tuesday,21,4,April,2023,Tuesday,21.0,Friday,17.0,1,0
resolved,1925,high,email,product setup,2nd line support,heather urry,2023-04-25 04:12:52,2023-04-27 04:12:52,2023-04-25 05:12:52,2023-04-25 09:34:16.723,sla violated,2023-04-25 07:22:50.074,within sla,2023-04-25 07:22:50.074,8.0,,ready to use software,tier 2,poland,52.536273,19.050639,0 days 05:21:24.723000,321.41205,0 days 03:09:58.074000,189.9679,0 days 03:09:58.074000,189.9679,1,Tuesday,4,4,April,2023,Tuesday,9.0,Tuesday,7.0,0,1
in progress,1927,low,chat,other,2nd line support,adolpho messingham,2023-04-25 15:06:36,2023-04-26 15:06:36,2023-04-25 15:08:36,2023-04-25 15:07:02.461,within sla,,sla violated,,4.0,,custom software development,tier 2,france,48.864716,2.349014,0 days 00:00:26.461000,0.4410166666666666,,,,,1,Tuesday,15,4,April,2023,Tuesday,15.0,,,1,0
in progress,1928,medium,email,training request,2nd line support,adolpho messingham,2023-04-25 00:40:34,2023-04-27 00:40:34,2023-04-25 01:40:34,2023-04-25 00:55:20.044,within sla,,sla violated,,1.0,,training and consulting services,tier 2,united kingdom,55.378052,-3.435973,0 days 00:14:46.044000,14.7674,,,,,1,Tuesday,0,4,April,2023,Tuesday,0.0,,,1,0
closed,1929,medium,email,other,1st line support,bernard beckley,2023-04-25 23:46:34,2023-04-27 23:46:34,2023-04-26 00:46:34,2023-04-25 23:49:39.697,within sla,2023-04-27 06:08:07.734,within sla,2023-04-27 22:46:32.011,2.0,1.0,other,tier 1,france,48.864716,2.349014,0 days 00:03:05.697000,3.09495,1 days 06:21:33.734000,1821.562233333333,1 days 22:59:58.011000,2819.96685,1,Tuesday,23,4,April,2023,Tuesday,23.0,Thursday,6.0,1,1
closed,1930,low,chat,feature request,1st line support,kristos westoll,2023-04-25 16:29:32,2023-04-26 16:29:32,2023-04-25 16:31:32,2023-04-25 16:29:48.033,within sla,2023-04-25 21:14:27.484,within sla,2023-04-29 19:03:39.818,4.0,2.0,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:00:16.033000,0.2672166666666667,0 days 04:44:55.484000,284.92473333333334,4 days 02:34:07.818000,5914.130300000001,1,Tuesday,16,4,April,2023,Tuesday,16.0,Tuesday,21.0,1,1
closed,1931,low,email,bug report,2nd line support,adolpho messingham,2023-04-26 03:07:27,2023-04-28 03:07:27,2023-04-26 04:07:27,2023-04-26 03:24:25.422,within sla,2023-04-28 01:51:22.632,within sla,2023-05-01 13:19:37.868,2.0,4.0,training and consulting services,tier 2,spain,39.67337,-4.767726,0 days 00:16:58.422000,16.9737,1 days 22:43:55.632000,2803.9272,5 days 10:12:10.868000,7812.181133333333,2,Wednesday,3,4,April,2023,Wednesday,3.0,Friday,1.0,1,1
open,1932,high,email,training request,1st line support,connor danielovitch,2023-04-26 11:36:51,2023-04-28 11:36:51,2023-04-26 12:36:51,,sla violated,,sla violated,,0.0,,training and consulting services,tier 1,italy,43.036776,12.678565,,,,,,,2,Wednesday,11,4,April,2023,,,,,0,0
closed,1933,low,chat,feature request,2nd line support,heather urry,2023-04-26 21:03:39,2023-04-27 21:03:39,2023-04-26 21:05:39,2023-04-26 21:09:02.475,sla violated,2023-04-27 05:16:26.730,within sla,2023-04-28 16:58:24.213,6.0,4.0,custom software development,tier 2,united kingdom,55.378052,-3.435973,0 days 00:05:23.475000,5.39125,0 days 08:12:47.730000,492.7955,1 days 19:54:45.213000,2634.75355,2,Wednesday,21,4,April,2023,Wednesday,21.0,Thursday,5.0,0,1
closed,1934,low,email,pricing and licensing,1st line support,kristos westoll,2023-04-26 12:39:40,2023-04-28 12:39:40,2023-04-26 13:39:40,2023-04-26 12:47:26.240,within sla,2023-04-27 01:18:01.745,within sla,2023-04-27 19:21:47.828,10.0,2.0,custom software development,tier 1,france,48.864716,2.349014,0 days 00:07:46.240000,7.770666666666667,0 days 12:38:21.745000,758.3624166666667,1 days 06:42:07.828000,1842.1304666666665,2,Wednesday,12,4,April,2023,Wednesday,12.0,Thursday,1.0,1,1
closed,1937,low,email,other,1st line support,kristos westoll,2023-04-28 04:17:19,2023-04-30 04:17:19,2023-04-28 05:17:19,2023-04-28 04:21:06.983,within sla,2023-04-28 18:03:59.063,within sla,2023-04-29 09:04:12.218,7.0,4.0,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:03:47.983000,3.799716666666667,0 days 13:46:40.063000,826.6677166666667,1 days 04:46:53.218000,1726.8869666666665,4,Friday,4,4,April,2023,Friday,4.0,Friday,18.0,1,1
closed,1938,medium,email,pricing and licensing,2nd line support,heather urry,2023-04-28 12:45:26,2023-04-30 12:45:26,2023-04-28 13:45:26,2023-04-28 13:10:11.975,within sla,2023-04-28 15:11:05.386,within sla,2023-04-29 10:51:18.165,8.0,5.0,ready to use software,tier 2,germany,51.165691,10.451526,0 days 00:24:45.975000,24.76625,0 days 02:25:39.386000,145.65643333333335,0 days 22:05:52.165000,1325.869416666667,4,Friday,12,4,April,2023,Friday,13.0,Friday,15.0,1,1
in progress,1939,low,chat,other,1st line support,bernard beckley,2023-04-28 01:42:28,2023-04-29 01:42:28,2023-04-28 01:44:28,2023-04-28 01:43:46.920,within sla,,sla violated,,3.0,,custom software development,tier 1,czech republic,49.8037633,15.4749126,0 days 00:01:18.920000,1.3153333333333337,,,,,4,Friday,1,4,April,2023,Friday,1.0,,,1,0
closed,1940,low,chat,feature request,1st line support,connor danielovitch,2023-04-28 08:54:40,2023-04-29 08:54:40,2023-04-28 08:56:40,2023-04-28 08:58:35.290,sla violated,2023-04-28 09:16:42.380,within sla,2023-04-29 18:02:21.327,3.0,4.0,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:03:55.290000,3.9215,0 days 00:22:02.380000,22.03966666666667,1 days 09:07:41.327000,1987.6887833333333,4,Friday,8,4,April,2023,Friday,8.0,Friday,9.0,0,1
closed,1942,medium,email,other,1st line support,kristos westoll,2023-04-28 00:22:07,2023-04-30 00:22:07,2023-04-28 01:22:07,2023-04-28 00:54:02.721,within sla,2023-04-29 11:03:58.694,within sla,2023-05-01 19:11:46.252,1.0,4.0,ready to use software,tier 1,austria,47.6964719,13.3457347,0 days 00:31:55.721000,31.92868333333333,1 days 10:41:51.694000,2081.861566666667,3 days 18:49:39.252000,5449.6542,4,Friday,0,4,April,2023,Friday,0.0,Saturday,11.0,1,1
resolved,1943,low,email,product setup,1st line support,kristos westoll,2023-04-28 23:21:47,2023-04-30 23:21:47,2023-04-29 00:21:47,2023-04-28 23:22:59.319,within sla,2023-04-29 12:31:17.176,within sla,2023-04-29 12:31:17.176,9.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:01:12.319000,1.2053166666666668,0 days 13:09:30.176000,789.5029333333333,0 days 13:09:30.176000,789.5029333333333,4,Friday,23,4,April,2023,Friday,23.0,Saturday,12.0,1,1
resolved,1945,medium,chat,feature request,1st line support,bernard beckley,2023-04-29 13:16:32,2023-04-30 13:16:32,2023-04-29 13:18:32,2023-04-29 13:17:00.488,within sla,2023-04-30 05:55:36.523,within sla,2023-04-30 05:55:36.523,3.0,,ready to use software,tier 1,spain,39.67337,-4.767726,0 days 00:00:28.488000,0.4748,0 days 16:39:04.523000,999.0753833333332,0 days 16:39:04.523000,999.0753833333332,5,Saturday,13,4,April,2023,Saturday,13.0,Sunday,5.0,1,1
